Open,High,Low,Close,Volume,Change,MACD,RSI,TR,ATR,Upper_band,Lower_band,Log_Return,PriceChange,PosSum,NegSum
113500,119500,113500,118000,153777,0.04424778761061954,4608.728888418584,57.06448193685602,6500.0,5125.0,127725.0,107225.0,0.04329680575332426,5000.0,6.0,6.0
118000,129000,118000,127000,188897,0.07627118644067798,4955.644796644003,66.40437108199805,11000.0,5400.0,129325.0,107725.0,0.07350246199292652,9000.0,6.0,6.0
129000,129500,123500,125000,136688,-0.015748031496062964,5011.42626551984,63.118476031572165,6000.0,5475.0,130450.0,108550.0,-0.01587334915629012,-2000.0,6.0,7.0
125500,126000,114500,114500,218274,-0.08399999999999996,4160.412587111787,49.320174986876275,11500.0,5750.0,131325.0,108325.0,-0.08773891430800675,-10500.0,5.0,8.0
115500,123500,115500,120000,154816,0.048034934497816595,3884.998308164053,54.88382106967058,9000.0,5925.0,132000.0,108300.0,0.04691691978775166,5500.0,5.0,8.0
122000,123000,117500,118500,75335,-0.012499999999999956,3505.286285533599,53.16946919543934,5500.0,5850.0,131950.0,108550.0,-0.012578782206860073,-1500.0,5.0,8.0
117500,120500,116000,116500,84061,-0.016877637130801704,3008.3006691076444,50.88709571845646,4500.0,5850.0,131975.0,108575.0,-0.017021687569430635,-2000.0,4.0,9.0
119000,122000,111500,112000,129920,-0.03862660944206009,2225.6674862200016,46.09280138699871,10500.0,6150.0,132350.0,107750.0,-0.03939240171066072,-4500.0,4.0,9.0
112500,116000,112000,115000,108304,0.02678571428571419,1826.4458473624836,49.508125659868185,4000.0,6125.0,132225.0,107725.0,0.02643325706815543,3000.0,5.0,9.0
113500,116000,113000,114000,72500,-0.008695652173912993,1413.0790836153028,48.40719856664127,3000.0,6050.0,131750.0,107550.0,-0.008733679968754553,-1000.0,4.0,10.0
112000,118500,112000,118500,53082,0.03947368421052633,1432.0871281596337,53.42623783162514,6500.0,6125.0,131650.0,107150.0,0.03871451218069043,4500.0,5.0,9.0
116500,119000,115500,118500,101288,0.0,1430.6593895187543,53.42623783162514,3500.0,6050.0,131325.0,107125.0,0.0,0.0,5.0,8.0
117000,119500,117000,117500,73418,-0.008438818565400852,1333.4649003896484,52.11949967094655,2500.0,5775.0,130400.0,107300.0,-0.008474626990972232,-1000.0,5.0,8.0
116000,122500,116000,116500,152132,-0.008510638297872353,1162.3471108965896,50.78189562793997,6500.0,5850.0,130325.0,106925.0,-0.008547060578458408,-1000.0,5.0,8.0
118000,121000,116500,117000,145418,0.0042918454935623185,1054.9203856710083,51.45277803866527,4500.0,5875.0,130175.0,106675.0,0.004282661792000949,500.0,5.0,8.0
117000,121000,116500,119500,65204,0.02136752136752129,1158.162462651875,54.772336793792775,4500.0,5800.0,129800.0,106600.0,0.021142436573809164,2500.0,5.0,8.0
121000,121000,117000,117500,76008,-0.01673640167364021,1066.307537635148,51.725194205745225,4000.0,5800.0,129575.0,106375.0,-0.01687803778735175,-2000.0,5.0,8.0
116500,117000,112500,116000,56203,-0.012765957446808529,862.5316557829065,49.50090824170101,5000.0,5925.0,129550.0,105850.0,-0.012848142477849024,-1500.0,5.0,8.0
114500,116500,110500,111000,66789,-0.0431034482758621,294.1883676561265,42.881464055613385,6000.0,6075.0,129425.0,105125.0,-0.044059989794030543,-5000.0,4.0,9.0
112000,114000,105500,113500,83414,0.022522522522522515,44.982790147609194,46.71803536594568,8500.0,6150.0,129600.0,105000.0,0.022272635609123223,2500.0,5.0,8.0
111500,111500,107500,108500,112219,-0.04405286343612336,-549.6367681869597,40.813511898221954,6000.0,6125.0,129075.0,104575.0,-0.045052663940943136,-5000.0,5.0,8.0
107000,109000,104000,105000,83970,-0.032258064516129004,-1288.445404851518,37.26322504157922,5000.0,5825.0,127375.0,104075.0,-0.03278982282299084,-3500.0,5.0,8.0
105500,105500,103500,104500,107434,-0.004761904761904745,-1892.4869816701685,36.77112540571718,2000.0,5625.0,125950.0,103450.0,-0.00477327875265766,-500.0,4.0,9.0
104500,107500,104500,107000,96061,0.02392344497607657,-2144.7419266800134,40.968801217956795,3000.0,5200.0,124725.0,103925.0,0.023641763057040494,2500.0,5.0,8.0
105000,106500,103500,104000,75566,-0.028037383177570097,-2557.252303235524,37.73163501799429,3500.0,4925.0,123375.0,103675.0,-0.028437935320533514,-3000.0,4.0,9.0
105000,105000,100000,101000,135389,-0.028846153846153855,-3090.617956625312,34.77270370244521,5000.0,4900.0,122450.0,102850.0,-0.029270382300113224,-3000.0,4.0,10.0
101000,102000,98400,101500,102044,0.004950495049504955,-3433.3902724534855,35.6780647284135,3600.0,4855.0,121610.0,102190.0,0.004938281640582577,500.0,5.0,9.0
103000,104000,101500,103000,63501,0.014778325123152802,-3543.1590068208316,38.438682392145985,2500.0,4455.0,120360.0,102540.0,0.01467018974779384,1500.0,6.0,8.0
103000,106500,101000,106500,127783,0.03398058252427183,-3309.5799923585437,44.43157775010704,5500.0,4530.0,120085.0,101965.0,0.03341599691984402,3500.0,6.0,8.0
105000,107000,102500,104500,80737,-0.018779342723004744,-3248.4046392344317,41.920272417122234,4500.0,4605.0,119760.0,101340.0,-0.01895791374461416,-2000.0,5.0,9.0
106500,110500,104500,108500,102912,0.038277511961722466,-2844.368056140229,48.22339861902632,6000.0,4580.0,119210.0,100890.0,0.03756310157564852,4000.0,6.0,8.0
107500,110000,104500,106000,122191,-0.02304147465437789,-2694.830926295588,44.94066510997846,5500.0,4680.0,118785.0,100065.0,-0.02331107886844711,-2500.0,6.0,8.0
108000,110500,106500,109500,72874,0.03301886792452824,-2267.7596031831636,50.065621578657485,4500.0,4780.0,118585.0,99465.0,0.03248545514448831,3500.0,7.0,7.0
109000,112000,109000,109500,55818,0.0,-1907.3161494263331,50.065621578657485,3000.0,4605.0,117885.0,99465.0,0.0,0.0,6.0,7.0
108000,110500,107000,110500,74176,0.009132420091324311,-1523.4095557487453,51.55967988669454,3500.0,4555.0,117460.0,99240.0,0.009090971701252105,1000.0,7.0,6.0
109500,113500,109000,112500,64537,0.018099547511312153,-1045.7230842834106,54.492373939650534,4500.0,4555.0,117110.0,98890.0,0.01793770068666725,2000.0,8.0,5.0
112000,116000,111500,115000,81720,0.022222222222222143,-460.1200301805802,57.92172815546834,4500.0,4580.0,117035.0,98715.0,0.021978906718775167,2500.0,9.0,4.0
115000,118500,113000,113500,65413,-0.013043478260869601,-115.72880511218682,55.23231606274976,5500.0,4605.0,116960.0,98540.0,-0.013129291441792736,-1500.0,8.0,5.0
113500,118000,113500,117000,60130,0.03083700440528636,434.61450575463823,59.909831144005075,4500.0,4530.0,117110.0,98990.0,0.03037109787629877,3500.0,9.0,4.0
119000,119000,112000,112500,64454,-0.038461538461538436,501.8679315818881,52.33806206692564,7000.0,4455.0,116910.0,99090.0,-0.03922071315328127,-4500.0,9.0,4.0
112000,115000,110500,112500,61180,0.0,548.84006940572,52.33806206692564,4500.0,4380.0,116960.0,99440.0,0.0,0.0,8.0,4.0
112000,117500,112000,116000,73178,0.03111111111111109,858.5892934055155,57.215690256356545,5500.0,4405.0,117560.0,99940.0,0.030636969461889804,3500.0,8.0,4.0
117500,120000,116500,119000,64836,0.02586206896551735,1330.802055303866,60.908502262085456,4000.0,4505.0,118485.0,100465.0,0.025533302005164845,3000.0,8.0,4.0
119500,120500,114500,117000,54387,-0.01680672268907568,1526.059323967187,57.354377537296585,6000.0,4655.0,119285.0,100665.0,-0.01694955831377332,-2000.0,8.0,4.0
118000,118500,107500,117000,71930,0.0,1661.6476760656078,57.354377537296585,11000.0,5030.0,120685.0,100565.0,0.0,0.0,7.0,4.0
117000,121000,116500,121000,68693,0.03418803418803429,2068.0300296918285,62.43830441183997,4500.0,5005.0,121635.0,101615.0,0.033616610798985064,4000.0,8.0,3.0
122000,128000,121000,125000,195758,0.03305785123966931,2681.9417878925306,66.71194452681318,7000.0,5175.0,123150.0,102450.0,0.03252319170555993,4000.0,8.0,3.0
125000,125000,121000,122000,66176,-0.02400000000000002,2893.047105139325,61.097318254993,4000.0,5250.0,124250.0,103250.0,-0.024292692569044587,-3000.0,8.0,4.0
122000,122000,115000,120500,114528,-0.012295081967213073,2905.815691527663,58.448539963055026,7000.0,5325.0,125100.0,103800.0,-0.012371291802546829,-1500.0,7.0,5.0
119500,124500,119000,120500,109111,0.0,2882.704861016813,58.448539963055026,5500.0,5375.0,126000.0,104500.0,0.0,0.0,6.0,5.0
125000,125000,117500,120500,77098,0.0,2831.7467475280573,58.44853996305502,7500.0,5450.0,126750.0,104950.0,0.0,0.0,5.0,5.0
114500,120000,114500,115500,140674,-0.04149377593360992,2360.691282572152,49.512046652304626,6000.0,5475.0,127275.0,105375.0,-0.042379222968861416,-5000.0,5.0,5.0
115500,118000,107000,108500,134903,-0.06060606060606055,1406.3237099420512,40.23672790997578,11000.0,5800.0,127875.0,104675.0,-0.06252035698133393,-7000.0,4.0,6.0
109500,112000,108500,110000,86918,0.01382488479262678,762.2314668849576,42.71329288056053,3500.0,5825.0,127950.0,104650.0,0.013730192811902037,1500.0,5.0,5.0
110500,110500,102000,104500,373256,-0.050000000000000044,-189.83204510434007,36.70683528746176,8500.0,6075.0,128150.0,103850.0,-0.05129329438755058,-5500.0,5.0,6.0
106000,106500,104000,106000,94210,0.014354066985645897,-813.9293032714049,39.21726936285743,2500.0,5975.0,127625.0,103725.0,0.014252022707201413,1500.0,5.0,6.0
105500,107000,105000,106500,55574,0.004716981132075526,-1253.7328040772554,40.07055743855004,2000.0,5850.0,126950.0,103550.0,0.004705891037412714,500.0,5.0,6.0
108000,115500,106500,113000,146949,0.06103286384976525,-1065.5021246051765,49.91424328851843,9000.0,6025.0,127275.0,103175.0,0.05924283356286076,6500.0,6.0,5.0
112000,114000,108000,112500,67414,-0.004424778761061954,-945.7715110631689,49.24418316018607,6000.0,6100.0,127200.0,102800.0,-0.004434597067865753,-500.0,6.0,6.0
113000,117000,111500,114000,58761,0.01333333333333342,-721.5293322361103,51.353988843355914,5500.0,6025.0,127125.0,103025.0,0.013245226750020723,1500.0,6.0,6.0
113500,116500,112000,116000,43225,0.01754385964912286,-378.0742994543689,54.09398319572106,4500.0,6025.0,127300.0,103200.0,0.01739174271186924,2000.0,6.0,6.0
115000,118000,112000,112500,63603,-0.030172413793103425,-383.87933873414295,48.90288066303823,6000.0,6050.0,127175.0,102975.0,-0.0306369694618898,-3500.0,6.0,6.0
110500,114000,107500,108000,94441,-0.040000000000000036,-743.0271120874386,43.16709841578313,6500.0,6175.0,126875.0,102175.0,-0.040821994520255166,-4500.0,6.0,6.0
105500,110500,105500,109000,47751,0.0092592592592593,-936.1710699900286,44.718798752236175,5000.0,6125.0,126375.0,101875.0,0.009216655104924048,1000.0,7.0,6.0
108000,113000,108000,110000,46680,0.00917431192660545,-997.0539877770643,46.29780816856431,5000.0,5825.0,125425.0,102125.0,0.009132483563272474,1000.0,8.0,6.0
109500,111000,106000,107000,55402,-0.027272727272727226,-1272.708080199649,42.3863457424746,5000.0,5850.0,124775.0,101375.0,-0.02765153133051001,-3000.0,8.0,6.0
105500,110000,105000,106500,85552,-0.004672897196261627,-1514.058630329033,41.75320252821368,5000.0,5750.0,123650.0,100650.0,-0.004683849312426314,-500.0,8.0,6.0
108000,114500,107500,112000,113625,0.05164319248826299,-1247.1502735320537,50.51043682667077,8000.0,5950.0,123550.0,99750.0,0.05035388614561481,5500.0,8.0,6.0
112000,119500,112000,118000,79537,0.0535714285714286,-545.1890222121147,57.93962417688239,7500.0,5975.0,123475.0,99575.0,0.05218575317057025,6000.0,9.0,5.0
118500,120000,115500,117500,65057,-0.004237288135593209,-28.892440440526116,57.16943917129105,4500.0,5925.0,123225.0,99525.0,-0.004246290881451097,-500.0,8.0,6.0
116000,117500,112500,113000,72505,-0.03829787234042559,16.968328075003228,50.644468074090675,5000.0,5800.0,122600.0,99400.0,-0.03905051487187314,-4500.0,7.0,7.0
113000,114500,108000,109000,79049,-0.03539823008849563,-266.3825607299368,45.65623314959378,6500.0,5825.0,122325.0,99025.0,-0.03603993648319693,-4000.0,6.0,8.0
110500,118500,110000,117000,99174,0.07339449541284404,152.83121653947455,55.16721371235283,9500.0,5750.0,122600.0,99600.0,0.07082605256861242,8000.0,7.0,7.0
120000,121500,117000,120000,104518,0.02564102564102555,718.8496321603743,58.12677868971174,4500.0,5800.0,123200.0,100000.0,0.025317807984289786,3000.0,7.0,7.0
118500,123500,117500,120500,91121,0.004166666666666652,1194.0053750865773,58.617106398597095,6000.0,5675.0,123750.0,101050.0,0.004158010148663677,500.0,7.0,7.0
119000,123500,115000,121500,56199,0.008298755186721962,1632.44357395939,59.635153903436866,8500.0,5975.0,125125.0,101225.0,0.008264509849893431,1000.0,8.0,6.0
119500,121500,119000,119000,48359,-0.020576131687242816,1757.9157403246063,55.93071646995848,2500.0,6000.0,125800.0,101800.0,-0.02079076966907378,-2500.0,8.0,6.0
119000,122000,119000,120000,36131,0.008403361344537785,1915.9589961341117,57.07921965445989,3000.0,5700.0,125550.0,102750.0,0.00836824967051658,1000.0,8.0,6.0
117000,120000,117000,117500,62247,-0.02083333333333337,1818.5175698180974,53.336837227539824,3000.0,5550.0,125500.0,103300.0,-0.02105340919783238,-2500.0,7.0,7.0
118500,124000,117500,122000,78965,0.038297872340425476,2080.4250840170134,58.598719210003736,6500.0,5600.0,126000.0,103600.0,0.03758271114904285,4500.0,8.0,6.0
122000,127500,121500,126500,99252,0.03688524590163933,2620.889089910561,63.081943303443424,6000.0,5675.0,126675.0,103975.0,0.036221263434318356,4500.0,9.0,5.0
124500,128000,123000,127000,73212,0.0039525691699604515,3054.3479083182174,63.55418734096261,5000.0,5625.0,127300.0,104800.0,0.003944778291016325,500.0,9.0,5.0
128500,129000,124000,128000,74556,0.007874015748031482,3438.917091876152,64.53139407040254,5000.0,5550.0,128150.0,105950.0,0.007843177461025879,1000.0,9.0,5.0
129500,130000,126500,128000,51549,0.0,3701.027795895876,64.53139407040254,3500.0,5475.0,128950.0,107050.0,0.0,0.0,9.0,4.0
130000,136000,127500,132000,106415,0.03125,4183.296549234452,68.45510701341617,8500.0,5650.0,130400.0,107800.0,0.030771658666753687,4000.0,10.0,3.0
132000,138000,131000,135500,117505,0.026515151515151603,4792.671822656601,71.4330086450407,7000.0,5750.0,132025.0,109025.0,0.02616971773338482,3500.0,11.0,2.0
132000,134000,125000,128000,155672,-0.05535055350553508,4617.194651432859,58.65497455586781,10500.0,6025.0,133650.0,109550.0,-0.05694137640013845,-7500.0,10.0,3.0
128500,131500,123500,125500,116418,-0.01953125,4227.664734930688,55.11577962130298,8000.0,6025.0,134325.0,110225.0,-0.01972450534777859,-2500.0,9.0,4.0
124000,127000,118500,125500,157655,0.0,3874.2989629141084,55.11577962130298,8500.0,6075.0,134800.0,110500.0,0.0,0.0,8.0,4.0
124000,125500,122000,125000,57208,-0.003984063745019917,3513.407842810935,54.355035199240255,3500.0,6025.0,135075.0,110975.0,-0.00399202126953745,-500.0,7.0,5.0
123500,130000,123500,129000,94496,0.03200000000000003,3509.7078730114445,59.20605650555499,6500.0,6100.0,136025.0,111625.0,0.031498667059371016,4000.0,8.0,4.0
