Open,High,Low,Close,Volume,Change,ma5,ma20,ma60,ma120,obv
5480,5520,5360,5400,575981,0.0,5346.0,5361.5,5655.666666666667,6107.083333333333,2835614
5540,5560,5400,5480,481685,0.0148148148148148,5334.0,5381.5,5655.666666666667,6107.083333333333,3317299
5600,5710,5530,5660,527321,0.032846715328467,5430.0,5399.5,5655.666666666667,6107.083333333333,3844620
5700,5940,5610,5880,898587,0.03886925795053,5564.0,5440.0,5655.666666666667,6107.083333333333,4743207
5960,6300,5880,6200,1739537,0.054421768707483,5724.0,5494.0,5655.666666666667,6107.083333333333,6482744
6480,6580,6200,6200,1299012,0.0,5884.0,5547.0,5655.666666666667,6107.083333333333,6482744
6320,7120,6180,6800,1805280,0.096774193548387,6148.0,5633.5,5655.666666666667,6107.083333333333,8288024
6960,7040,6700,6800,1354691,0.0,6376.0,5717.5,5655.666666666667,6107.083333333333,8288024
6899,7260,6820,7030,1488500,0.0338235294117648,6606.0,5829.0,5655.666666666667,6107.083333333333,9776524
7030,7680,6979,7660,1561874,0.0896159317211948,6898.0,5956.0,5655.666666666667,6107.083333333333,11338398
7520,7560,7050,7050,1492996,-0.0796344647519582,7068.0,6014.5,5671.333333333333,6107.083333333333,9845402
6800,7070,6649,6700,1277121,-0.0496453900709219,7048.0,6049.5,5690.0,6107.083333333333,8568281
6920,7320,6860,7100,1136142,0.0597014925373133,7108.0,6122.5,5714.666666666667,6107.083333333333,9704423
7000,7290,6659,6800,1166838,-0.0422535211267606,7062.0,6181.5,5735.666666666667,6107.083333333333,8537585
6860,6960,6679,6680,944729,-0.0176470588235294,6866.0,6219.5,5750.833333333333,6107.083333333333,7592856
6860,7260,6780,7200,847198,0.0778443113772455,6896.0,6298.5,5774.666666666667,6107.083333333333,8440054
7499,7499,7200,7300,717709,0.0138888888888888,7016.0,6386.5,5801.0,6107.083333333333,9157763
7200,7200,6950,7100,581565,-0.0273972602739726,7016.0,6482.5,5824.166666666667,6107.083333333333,8576198
6960,7030,6860,6910,705096,-0.0267605633802816,7038.0,6567.5,5842.166666666667,6107.083333333333,7871102
6600,6680,6260,6260,1247397,-0.0940665701881331,6954.0,6610.5,5844.833333333333,6107.083333333333,6623705
5420,5750,5340,5520,1561048,-0.1182108626198082,6618.0,6616.5,5835.166666666667,6107.083333333333,5062657
6200,6240,5860,6040,1474625,0.0942028985507246,6366.0,6644.5,5836.5,6107.083333333333,6537282
6300,6460,5860,6000,1212342,-0.0066225165562914,6146.0,6661.5,5835.833333333333,6107.083333333333,5324940
5960,6160,5920,6020,746719,0.0033333333333334,5968.0,6668.5,5838.166666666667,6107.083333333333,6071659
6060,6180,5970,6050,528513,0.0049833887043189,5926.0,6661.0,5844.0,6107.083333333333,6600172
5970,6030,5760,5800,556613,-0.0413223140495867,5982.0,6641.0,5850.0,6107.083333333333,6043559
5620,5760,5520,5640,698014,-0.0275862068965517,5902.0,6583.0,5852.666666666667,6107.083333333333,5345545
5820,5860,5600,5600,785860,-0.0070921985815602,5822.0,6523.0,5854.0,6107.083333333333,4559685
5520,5700,5400,5400,1082253,-0.0357142857142857,5698.0,6441.5,5847.0,6107.083333333333,3477432
5500,6100,5460,6000,1510624,0.1111111111111111,5688.0,6358.5,5854.0,6107.083333333333,4988056
6200,6530,6120,6280,1446713,0.0466666666666666,5784.0,6320.0,5870.0,6107.083333333333,6434769
6240,6260,6090,6180,531786,-0.0159235668789808,5892.0,6294.0,5885.5,6107.083333333333,5902983
6220,6360,6140,6180,522021,0.0,6008.0,6248.0,5903.0,6107.083333333333,5902983
6400,6700,6300,6560,1053944,0.0614886731391586,6240.0,6236.0,5925.0,6107.083333333333,6956927
6500,6540,6340,6370,1010990,-0.0289634146341463,6314.0,6220.5,5940.666666666667,6107.083333333333,5945937
6320,6390,6270,6350,552476,-0.0031397174254317,6328.0,6178.0,5951.166666666667,6107.083333333333,5393461
6420,6440,6160,6160,943445,-0.0299212598425197,6324.0,6121.0,5957.833333333333,6107.083333333333,4450016
6290,6530,6220,6440,942417,0.0454545454545454,6376.0,6088.0,5970.166666666667,6107.083333333333,5392433
6510,6800,6510,6800,792495,0.0559006211180124,6424.0,6082.5,5993.833333333333,6107.083333333333,6184928
7000,7340,6919,6920,1524758,0.0176470588235293,6534.0,6115.5,6022.5,6107.083333333333,7709686
6739,7000,6680,6800,731638,-0.0173410404624277,6624.0,6179.5,6052.5,6107.083333333333,6978048
6740,6900,6600,6900,829049,0.0147058823529411,6772.0,6222.5,6082.833333333333,6107.083333333333,7807097
6720,6830,6620,6670,727774,-0.0333333333333333,6818.0,6256.0,6105.666666666667,6107.083333333333,7079323
6500,6700,6350,6380,825886,-0.0434782608695651,6734.0,6274.0,6127.5,6107.083333333333,6253437
6160,6370,5920,6200,1443050,-0.0282131661442006,6590.0,6281.5,6145.5,6107.083333333333,4810387
6330,6380,5930,6000,1719303,-0.032258064516129,6430.0,6291.5,6159.833333333333,6107.083333333333,3091084
5900,5990,5600,5600,1342077,-0.0666666666666666,6170.0,6289.5,6168.666666666667,6107.083333333333,1749007
5260,5680,5240,5460,1342608,-0.025,5928.0,6282.5,6174.333333333333,6107.083333333333,406399
5600,5800,5520,5800,1299038,0.0622710622710622,5812.0,6302.5,6191.0,6107.083333333333,1705437
6000,6290,5960,6160,1678705,0.0620689655172412,5804.0,6310.5,6208.333333333333,6107.083333333333,3384142
6200,6410,6120,6300,1004689,0.0227272727272727,5864.0,6311.5,6215.333333333333,6107.083333333333,4388831
6690,6899,6510,6620,1687778,0.0507936507936508,6068.0,6333.5,6225.666666666667,6107.083333333333,6076609
6920,6980,6680,6740,960247,0.0181268882175227,6324.0,6361.5,6244.0,6107.083333333333,7036856
6600,6979,6510,6800,1067336,0.0089020771513352,6524.0,6373.5,6263.666666666667,6107.083333333333,8104192
6660,6960,6530,6530,1171017,-0.0397058823529411,6598.0,6381.5,6273.833333333333,6107.083333333333,6933175
6600,7040,6530,7020,1277296,0.0750382848392037,6742.0,6415.0,6297.166666666667,6107.083333333333,8210471
7200,7280,7030,7190,990305,0.0242165242165242,6856.0,6466.5,6324.666666666667,6107.083333333333,9200776
7060,7099,6870,7060,849970,-0.0180806675938803,6920.0,6497.5,6356.0,6107.083333333333,8350806
7230,7639,7089,7640,1260474,0.0821529745042493,7088.0,6539.5,6396.5,6107.083333333333,9611280
7560,7560,6999,7000,1224547,-0.0837696335078533,7182.0,6543.5,6423.166666666667,6107.083333333333,8386733
6900,6960,6710,6740,1329127,-0.0371428571428571,7126.0,6540.5,6445.5,6107.083333333333,7057606
6600,6950,6550,6700,1071256,-0.0059347181008901,7028.0,6530.5,6465.833333333333,6107.083333333333,5986350
6940,7179,6829,7140,1195878,0.0656716417910447,7044.0,6554.0,6490.5,6107.083333333333,7182228
7300,7380,7069,7080,751795,-0.0084033613445377,6932.0,6589.0,6510.5,6107.083333333333,6430433
7240,7270,6960,7040,672733,-0.0056497175141242,6940.0,6631.0,6524.5,6107.083333333333,5757700
6980,7009,6860,7000,584323,-0.0056818181818182,6992.0,6681.0,6537.833333333333,6107.083333333333,5173377
7100,7360,6990,7210,799690,0.03,7094.0,6761.5,6544.666666666667,6107.083333333333,5973067
7320,7440,7190,7310,910783,0.0138696255201109,7128.0,6854.0,6553.166666666667,6107.083333333333,6883850
7220,7540,7220,7520,945903,0.0287277701778385,7216.0,6940.0,6561.333333333333,6107.083333333333,7829753
7600,7739,7380,7490,1222497,-0.0039893617021277,7306.0,7006.5,6558.5,6107.083333333333,6607256
7439,7540,7290,7380,705080,-0.014686248331108,7382.0,7060.5,6564.0,6117.666666666667,5902176
7440,7550,7420,7500,519515,0.0162601626016261,7440.0,7104.5,6577.333333333333,6133.666666666667,6421691
7600,7620,7350,7350,656229,-0.02,7448.0,7135.0,6581.5,6148.083333333333,5765462
7390,7519,7350,7430,497988,0.0108843537414966,7430.0,7166.5,6592.0,6163.833333333333,6263450
7240,7350,7179,7300,1206852,-0.0174966352624494,7392.0,7205.0,6602.333333333333,6176.583333333333,5056598
7340,7460,7230,7360,811625,0.0082191780821918,7388.0,7222.0,6605.0,6189.833333333333,5868223
7440,7630,7410,7600,850172,0.0326086956521738,7408.0,7242.5,6610.0,6205.5,6718395
7580,7740,7450,7450,698992,-0.0197368421052631,7428.0,7262.0,6615.833333333333,6220.0,6019403
7520,7660,7460,7640,802868,0.0255033557046979,7470.0,7262.0,6628.0,6235.083333333333,6822271
7699,7880,7570,7760,976116,0.0157068062827225,7562.0,7300.0,6653.0,6248.916666666667,7798387
7780,7840,7540,7550,608514,-0.0270618556701031,7600.0,7340.5,6686.833333333333,6261.0,7189873
7550,7620,7439,7460,392106,-0.0119205298013245,7572.0,7378.5,6710.5,6273.5,6797767
7360,7390,7140,7200,801065,-0.0348525469168901,7522.0,7381.5,6730.5,6283.166666666667,5996702
7060,7110,6840,6900,806380,-0.0416666666666666,7374.0,7372.5,6745.166666666667,6291.666666666667,5190322
6960,7050,6759,6920,967901,0.0028985507246377,7206.0,7366.5,6759.666666666667,6301.833333333333,6158223
6640,6740,6360,6380,980364,-0.0780346820809249,6972.0,7335.5,6769.333333333333,6309.666666666667,5177859
6310,6400,6120,6280,1134767,-0.0156739811912225,6736.0,7289.0,6780.0,6316.333333333333,4043092
6400,6579,6360,6550,1094925,0.0429936305732483,6606.0,7251.0,6795.833333333333,6324.916666666667,5138017
6220,6360,6100,6230,870865,-0.048854961832061,6472.0,7186.5,6809.666666666667,6328.333333333333,4267152
5800,5910,5710,5730,1660739,-0.0802568218298555,6234.0,7098.5,6805.166666666667,6329.583333333333,2606413
5730,5910,5550,5900,932312,0.0296684118673646,6138.0,7024.5,6798.833333333333,6334.416666666667,3538725
5960,6270,5870,6220,1062466,0.0542372881355932,6126.0,6960.5,6799.5,6342.5,4601191
6100,6170,5930,6070,743825,-0.0241157556270096,6030.0,6896.5,6797.666666666667,6350.333333333333,3857366
6180,6180,5970,6030,556342,-0.0065897858319604,5990.0,6826.5,6788.833333333333,6356.916666666667,3301024
5930,6010,5850,5920,472137,-0.0182421227197346,6028.0,6757.5,6781.333333333333,6361.0,2828887
5740,5770,5580,5580,575355,-0.0574324324324324,5964.0,6668.5,6768.5,6359.833333333333,2253532
5660,5750,5570,5580,669550,0.0,5836.0,6567.5,6758.833333333333,6358.333333333333,2253532
5680,6040,5680,6000,791495,0.075268817204301,5822.0,6495.0,6751.5,6360.833333333333,3045027
6000,6160,5860,6160,816612,0.0266666666666666,5848.0,6421.0,6740.833333333333,6367.333333333333,3861639
6000,6070,5880,5960,676890,-0.0324675324675324,5856.0,6331.0,6724.833333333333,6373.666666666667,3184749
6060,6160,6000,6020,474664,0.0100671140939596,5944.0,6254.5,6711.833333333333,6382.166666666667,3659413
6500,6530,6330,6420,1038360,0.0664451827242524,6112.0,6202.5,6703.833333333333,6393.333333333333,4697773
6480,6560,6340,6440,726926,0.0031152647975076,6200.0,6164.5,6700.0,6402.833333333333,5424699
6500,6520,6200,6200,427433,-0.0372670807453415,6208.0,6129.5,6697.0,6412.25,4997266
6200,6340,6190,6270,419000,0.0112903225806451,6270.0,6097.0,6698.166666666667,6421.833333333333,5416266
6260,6470,6240,6460,554252,0.0303030303030302,6358.0,6101.0,6705.833333333333,6432.833333333333,5970518
6450,6450,6160,6190,558191,-0.0417956656346749,6312.0,6096.5,6715.666666666667,6442.166666666667,5412327
6260,6300,6100,6220,634031,0.0048465266558965,6268.0,6080.0,6728.333333333333,6451.333333333333,6046358
6180,6400,6110,6400,439289,0.0289389067524115,6308.0,6088.5,6738.333333333333,6464.666666666667,6485647
6340,6380,6260,6330,352697,-0.0109375,6320.0,6118.5,6741.166666666667,6474.75,6132950
6320,6380,6160,6220,335311,-0.0173775671406003,6272.0,6134.5,6739.833333333333,6477.583333333333,5797639
6140,6190,6020,6030,474778,-0.0305466237942122,6240.0,6125.0,6730.0,6477.833333333333,5322861
5900,5900,5380,5470,2282425,-0.0928689883913764,6090.0,6095.0,6708.833333333333,6476.416666666667,3040436
5540,5600,5420,5540,999150,0.012797074954296,5918.0,6070.5,6687.833333333333,6475.75,4039586
5440,5550,5310,5340,572580,-0.0361010830324909,5720.0,6041.5,6668.0,6470.916666666667,3467006
5260,5340,5030,5150,1595388,-0.0355805243445692,5506.0,6020.0,6636.833333333333,6467.0,1871618
5200,5280,5090,5150,1062450,0.0,5330.0,5998.5,6602.833333333333,6463.75,1871618
4940,4980,4760,4790,1678143,-0.0699029126213591,5194.0,5938.0,6565.0,6460.5,193475
4900,4929,4790,4880,1143428,0.0187891440501044,5062.0,5874.0,6519.0,6457.75,1336903
4600,4710,4440,4710,2122625,-0.0348360655737705,4936.0,5811.5,6480.833333333333,6452.0,-785722
4500,4620,4300,4350,1653972,-0.0764331210191082,4776.0,5728.0,6441.0,6443.25,-2439694
4010,4120,3700,3970,2926173,-0.0873563218390804,4540.0,5605.5,6395.5,6430.666666666667,-5365867
3990,4370,3900,4160,2010503,0.0478589420654911,4414.0,5491.5,6345.833333333333,6418.166666666667,-3355364
4600,4660,4460,4600,2068299,0.1057692307692308,4358.0,5411.5,6304.5,6407.5,-1287065
4590,4660,4320,4400,1308910,-0.0434782608695651,4296.0,5318.0,6260.5,6392.5,-2595975
3840,4050,3780,3800,2065320,-0.1363636363636363,4186.0,5185.0,6207.166666666667,6372.5,-4661295
3879,4110,3840,4090,1319773,0.0763157894736841,4210.0,5080.0,6155.166666666667,6349.916666666667,-3341522
3900,4040,3900,4000,1168610,-0.0220048899755501,4178.0,4969.0,6100.0,6326.583333333333,-4510132
4000,4100,3959,4030,1395909,0.0075,4064.0,4850.5,6041.833333333333,6301.583333333333,-3114223
4100,4190,4030,4060,1049400,0.0074441687344912,3996.0,4737.0,5984.666666666667,6271.583333333333,-2064823
4120,4120,3940,4040,1150741,-0.0049261083743842,4044.0,4628.0,5929.0,6246.5,-3215564
3840,3879,3760,3810,822417,-0.0569306930693069,3988.0,4517.0,5867.5,6222.416666666667,-4037981
3700,3950,3589,3890,1652739,0.0209973753280841,3966.0,4438.0,5809.833333333333,6195.666666666667,-2385242
4019,4080,3939,3940,1254995,0.012853470437018,3948.0,4358.0,5751.666666666667,6171.833333333333,-1130247
3800,3899,3760,3900,1098710,-0.0101522842639594,3916.0,4286.0,5695.0,6148.666666666667,-2228957
3820,3840,3680,3690,1263995,-0.0538461538461538,3846.0,4213.0,5633.833333333333,6119.416666666667,-3492952
3700,3810,3590,3660,1242900,-0.008130081300813,3816.0,4138.5,5568.166666666667,6089.083333333333,-4735852
3450,3459,3210,3220,2072111,-0.1202185792349727,3682.0,4060.0,5497.666666666667,6056.75,-6807963
3140,3280,3140,3140,1590749,-0.0248447204968944,3522.0,3973.0,5422.666666666667,6025.333333333333,-8398712
3000,3090,2830,3030,2305962,-0.0350318471337579,3348.0,3889.0,5343.833333333333,5998.416666666667,-10704674
3300,3380,3130,3160,2326392,0.0429042904290428,3242.0,3829.5,5270.666666666667,5978.75,-8378282
2980,3080,2730,2740,1306045,-0.1329113924050633,3058.0,3768.0,5192.0,5951.25,-9684327
2540,2760,2420,2730,3284311,-0.0036496350364964,2960.0,3696.5,5117.5,5924.0,-12968638
2730,3050,2690,2900,2754409,0.0622710622710622,2912.0,3611.5,5050.833333333333,5898.0,-10214229
3239,3330,3190,3330,2376542,0.1482758620689654,2972.0,3558.0,4991.0,5875.333333333333,-7837687
3490,3520,3160,3200,2799260,-0.039039039039039,2980.0,3528.0,4938.0,5853.666666666667,-10636947
3180,3419,3100,3340,1942318,0.0437499999999999,3100.0,3490.5,4889.0,5834.5,-8694629
3200,3260,3130,3210,1374694,-0.0389221556886227,3196.0,3451.0,4833.333333333333,5814.583333333333,-10069323
2930,3030,2740,2890,2665890,-0.0996884735202492,3194.0,3394.0,4777.666666666667,5793.666666666667,-12735213
2960,3020,2840,2840,1463360,-0.0173010380622837,3096.0,3333.0,4729.5,5767.333333333333,-14198573
2800,2880,2720,2750,736657,-0.0316901408450703,3006.0,3268.5,4677.0,5737.916666666667,-14935230
2750,2850,2630,2850,1263847,0.0363636363636363,2908.0,3220.5,4620.833333333333,5710.166666666667,-13671383
3000,3270,2960,3260,1883300,0.143859649122807,2918.0,3189.0,4574.0,5685.833333333333,-11788083
3200,3429,3170,3320,2463636,0.01840490797546,3004.0,3158.0,4528.833333333333,5658.833333333333,-9324447
3420,3470,3370,3440,1608435,0.036144578313253,3124.0,3135.0,4487.5,5634.416666666667,-7716012
3460,3670,3380,3510,1437330,0.0203488372093023,3276.0,3126.0,4453.0,5610.75,-6278682
3460,3550,3380,3440,1074804,-0.0199430199430199,3394.0,3115.0,4417.333333333333,5588.083333333333,-7353486
3399,3460,3280,3410,1164384,-0.0087209302325581,3424.0,3124.5,4374.166666666667,5562.833333333333,-8517870
3300,3430,3260,3400,1046171,-0.002932551319648,3440.0,3137.5,4328.166666666667,5534.5,-9564041
3360,3440,3320,3380,702840,-0.0058823529411764,3428.0,3155.0,4285.166666666667,5505.0,-10266881
3220,3260,3100,3150,1021457,-0.0680473372781065,3356.0,3154.5,4237.333333333333,5474.583333333333,-11288338
3210,3320,3210,3290,635154,0.0444444444444445,3326.0,3182.0,4185.166666666667,5444.5,-10653184
3449,3460,3319,3390,1114464,0.0303951367781154,3322.0,3215.0,4134.333333333333,5417.166666666667,-9538720
3400,3420,3250,3280,748446,-0.0324483775811209,3298.0,3234.0,4085.6666666666665,5391.333333333333,-10287166
3180,3230,3150,3220,724553,-0.0182926829268292,3266.0,3228.5,4034.8333333333335,5366.5,-11011719
3160,3210,3100,3100,535981,-0.0372670807453415,3256.0,3223.5,3978.8333333333335,5342.333333333333,-11547700
3080,3170,2970,3160,1032456,0.0193548387096773,3230.0,3214.5,3928.3333333333335,5322.0,-10515244
3100,3220,3080,3140,754289,-0.0063291139240506,3180.0,3211.0,3877.0,5302.666666666667,-11269533
3140,3260,3140,3210,892960,0.0222929936305733,3166.0,3227.0,3823.8333333333335,5281.083333333333,-10376573
3310,3400,3270,3400,910673,0.0591900311526478,3202.0,3255.0,3775.0,5258.083333333333,-9465900
3600,3800,3570,3780,2004446,0.1117647058823529,3338.0,3306.5,3734.3333333333335,5237.083333333333,-7461454
3650,3650,3500,3520,1195439,-0.0687830687830688,3410.0,3340.0,3692.5,5211.25,-8656893
3300,3350,3200,3220,1086068,-0.0852272727272727,3426.0,3338.0,3655.0,5181.916666666667,-9742961
3220,3290,3150,3240,1266322,0.0062111801242235,3432.0,3334.0,3616.6666666666665,5152.25,-8476639
3080,3220,3040,3180,1928557,-0.0185185185185184,3388.0,3321.0,3580.6666666666665,5124.333333333333,-10405196
3220,3250,3080,3100,1037540,-0.0251572327044025,3252.0,3300.5,3546.5,5091.666666666667,-11442736
3160,3250,3120,3240,1168095,0.0451612903225806,3196.0,3290.5,3514.6666666666665,5058.75,-10274641
3410,3430,3210,3210,1917834,-0.0092592592592593,3194.0,3280.5,3488.333333333333,5026.666666666667,-12192475
3210,3260,3160,3260,860422,0.0155763239875388,3198.0,3273.5,3461.333333333333,4990.166666666667,-11332053
3260,3389,3260,3370,951501,0.0337423312883435,3236.0,3273.0,3439.0,4959.916666666667,-10380552
3480,3630,3480,3580,1411583,0.0623145400593472,3332.0,3294.5,3426.1666666666665,4933.583333333333,-8968969
3579,3650,3499,3500,1474958,-0.0223463687150837,3384.0,3305.0,3418.333333333333,4906.916666666667,-10443927
3500,3779,3500,3780,1682889,0.08,3498.0,3324.5,3412.0,4878.916666666667,-8761038
3619,3680,3560,3620,1339386,-0.0423280423280423,3570.0,3341.5,3395.6666666666665,4850.083333333333,-10100424
3620,3640,3480,3490,1059217,-0.0359116022099447,3594.0,3355.0,3380.5,4820.5,-11159641
3500,3590,3489,3560,687058,0.0200573065902578,3590.0,3378.0,3376.5,4791.833333333333,-10472583
3559,3570,3510,3530,508982,-0.0084269662921347,3596.0,3396.5,3367.1666666666665,4761.166666666667,-10981565
3419,3450,3320,3340,1073576,-0.0538243626062322,3508.0,3406.5,3356.1666666666665,4728.083333333333,-12055141
3120,3300,3070,3240,1532573,-0.029940119760479,3432.0,3408.0,3343.0,4692.416666666667,-13587714
3240,3300,3130,3140,1275258,-0.0308641975308642,3362.0,3395.0,3327.6666666666665,4656.166666666667,-14862972
3230,3240,3160,3160,1208632,0.0063694267515923,3282.0,3364.0,3313.0,4621.0,-13654340
3160,3380,3140,3350,789127,0.0601265822784811,3246.0,3355.5,3305.333333333333,4586.416666666667,-12865213
3229,3420,3220,3370,757143,0.0059701492537314,3252.0,3363.0,3296.6666666666665,4553.25,-12108070
3790,3870,3660,3780,2398248,0.1216617210682493,3360.0,3390.0,3294.0,4522.833333333333,-9709822
3760,3920,3700,3900,1562744,0.0317460317460318,3512.0,3426.0,3294.0,4494.5,-8147078
3820,3910,3780,3880,845911,-0.0051282051282051,3656.0,3465.0,3297.1666666666665,4465.5,-8992989
3830,3860,3710,3840,925608,-0.0103092783505154,3754.0,3495.0,3300.1666666666665,4434.166666666667,-9918597
3780,3810,3700,3710,824777,-0.0338541666666666,3822.0,3520.0,3308.333333333333,4403.0,-10743374
3789,3789,3640,3640,628239,-0.0188679245283018,3794.0,3539.0,3316.6666666666665,4369.666666666667,-11371613
3800,3890,3770,3840,1058060,0.0549450549450549,3782.0,3562.5,3330.1666666666665,4337.0,-10313553
3860,4020,3840,3920,1029275,0.0208333333333332,3790.0,3579.5,3342.833333333333,4306.75,-9284278
3960,4200,3850,4140,1041389,0.0561224489795917,3850.0,3611.5,3366.1666666666665,4279.083333333333,-8242889
4059,4240,4059,4220,1051459,0.0193236714975846,3952.0,3633.5,3391.0,4254.25,-7191430
4240,4530,4240,4400,1153718,0.042654028436019,4104.0,3672.5,3416.0,4233.416666666667,-6037712
4699,4699,4520,4600,1084940,0.0454545454545454,4256.0,3728.0,3437.1666666666665,4214.083333333333,-4952772
4600,4600,4470,4550,845034,-0.0108695652173913,4382.0,3777.5,3459.6666666666665,4198.833333333333,-5797806
4450,4480,3970,3980,1820526,-0.1252747252747252,4350.0,3800.0,3470.333333333333,4179.666666666667,-7618332
4000,4100,3960,4020,944935,0.0100502512562814,4310.0,3834.0,3483.833333333333,4158.583333333333,-6673397
4100,4170,4070,4110,787000,0.0223880597014924,4252.0,3877.5,3504.1666666666665,4140.916666666667,-5886397
